x	y	z	vz
-325.946	-65.065	-84.259	6.103
-325.069	-63.451	-83.519	6.125
-324.191	-61.835	-82.778	6.147
-323.314	-60.219	-82.035	6.168
-322.436	-58.601	-81.291	6.189
-321.559	-56.982	-80.545	6.21
-320.681	-55.361	-79.798	6.23
-319.804	-53.74	-79.05	6.251
-318.926	-52.117	-78.3	6.271
-318.049	-50.493	-77.55	6.29
-317.171	-48.867	-76.797	6.31
-316.294	-47.241	-76.044	6.329
-315.416	-45.613	-75.29	6.347
-314.539	-43.984	-74.534	6.366
-313.661	-42.353	-73.777	6.384
-312.784	-40.722	-73.019	6.402
-311.906	-39.089	-72.26	6.419
-311.029	-37.455	-71.5	6.437
-310.151	-35.819	-70.739	6.454
-309.274	-34.182	-69.977	6.47
-308.396	-32.545	-69.214	6.486
-307.519	-30.905	-68.449	6.502
-306.641	-29.265	-67.684	6.518
-305.764	-27.623	-66.918	6.533
-304.886	-25.98	-66.151	6.549
-304.009	-24.336	-65.383	6.563
-303.131	-22.691	-64.614	6.578
-302.254	-21.044	-63.844	6.592
-301.376	-19.396	-63.074	6.606
-300.499	-17.747	-62.302	6.619
-299.621	-16.096	-61.53	6.632
-298.744	-14.444	-60.758	6.645
-297.866	-12.791	-59.984	6.657
-296.989	-11.137	-59.21	6.669
-296.111	-9.482	-58.435	6.681
-295.234	-7.825	-57.659	6.693
-294.356	-6.167	-56.883	6.704
-293.479	-4.508	-56.106	6.715
-292.601	-2.847	-55.329	6.725
-291.724	-1.185	-54.551	6.735
-290.846	0.478	-53.772	6.745
-289.969	2.142	-52.994	6.755
-289.091	3.807	-52.214	6.764
-288.214	5.474	-51.434	6.773
-287.336	7.142	-50.654	6.781
-286.459	8.811	-49.874	6.789
-285.581	10.482	-49.093	6.797
-284.704	12.154	-48.311	6.805
-283.826	13.827	-47.53	6.812
-282.949	15.501	-46.748	6.819
-282.071	17.177	-45.966	6.825
-281.194	18.854	-45.184	6.831
-280.316	20.532	-44.401	6.837
-279.439	22.211	-43.619	6.842
-278.561	23.891	-42.836	6.847
-277.684	25.573	-42.053	6.852
-276.806	27.256	-41.27	6.856
-275.929	28.941	-40.487	6.86
-275.051	30.626	-39.704	6.864
-274.174	32.313	-38.921	6.867
-273.296	34.001	-38.138	6.87
-272.419	35.691	-37.356	6.873
-271.541	37.381	-36.573	6.875
-270.664	39.073	-35.791	6.877
-269.786	40.766	-35.008	6.878
-268.909	42.461	-34.226	6.879
-268.031	44.156	-33.444	6.88
-267.154	45.853	-32.663	6.88
-266.276	47.551	-31.881	6.88
-265.399	49.251	-31.1	6.88
-264.521	50.951	-30.32	6.879
-263.643	52.653	-29.539	6.878
-262.766	54.356	-28.76	6.877
-261.888	56.061	-27.98	6.875
-261.011	57.766	-27.202	6.873
-260.133	59.473	-26.423	6.871
-259.256	61.181	-25.646	6.868
-258.378	62.891	-24.868	6.864
-257.501	64.602	-24.092	6.861
-256.623	66.313	-23.316	6.857
-255.746	68.027	-22.541	6.852
-254.868	69.741	-21.767	6.848
-253.991	71.457	-20.993	6.842
-253.113	73.174	-20.22	6.837
-252.236	74.892	-19.448	6.831
-251.358	76.611	-18.677	6.825
-250.481	78.332	-17.907	6.818
-249.603	80.054	-17.138	6.811
-248.726	81.777	-16.37	6.804
-247.848	83.502	-15.602	6.796
-246.971	85.227	-14.836	6.788
-246.093	86.954	-14.071	6.779
-245.216	88.683	-13.307	6.77
-244.338	90.412	-12.544	6.761
-243.461	92.143	-11.783	6.751
-242.583	93.875	-11.022	6.741
-241.706	95.608	-10.263	6.731
-240.828	97.343	-9.506	6.72
-239.951	99.078	-8.749	6.709
-239.073	100.815	-7.994	6.697
-238.196	102.554	-7.241	6.685
-237.318	104.293	-6.489	6.673
-236.441	106.034	-5.738	6.66
-235.563	107.776	-4.989	6.647
-234.686	109.519	-4.242	6.634
-233.808	111.264	-3.496	6.62
-232.931	113.01	-2.752	6.605
-232.053	114.757	-2.009	6.591
-231.176	116.505	-1.269	6.576
-230.298	118.255	-0.53	6.56
-229.421	120.005	0.207	6.544
-228.543	121.757	0.942	6.528
-227.666	123.511	1.676	6.511
-226.788	125.265	2.407	6.494
-225.911	127.021	3.136	6.477
-225.033	128.778	3.864	6.459
-224.156	130.536	4.589	6.441
-223.278	132.296	5.312	6.422
-222.401	134.057	6.033	6.403
-221.523	135.819	6.751	6.384
-220.646	137.582	7.468	6.364
-219.768	139.347	8.182	6.344
-218.891	141.113	8.893	6.324
-218.013	142.88	9.603	6.303
-217.136	144.648	10.309	6.281
-216.258	146.418	11.014	6.26
-215.381	148.189	11.716	6.237
-214.503	149.961	12.415	6.215
-213.626	151.734	13.112	6.192
-212.748	153.509	13.806	6.169
-211.871	155.285	14.497	6.145
-210.993	157.062	15.186	6.121
-210.116	158.84	15.871	6.097
-209.238	160.62	16.554	6.072
-208.361	162.401	17.234	6.046
-207.483	164.183	17.911	6.021
-206.606	165.966	18.585	5.995
-205.728	167.751	19.256	5.968
-204.851	169.537	19.924	5.942
-203.973	171.324	20.589	5.914
-203.096	173.113	21.251	5.887
-202.218	174.902	21.909	5.859
-201.341	176.693	22.564	5.83
-200.463	178.486	23.216	5.802
-199.586	180.279	23.864	5.773
-198.708	182.074	24.509	5.743
-197.831	183.87	25.151	5.713
-196.953	185.667	25.789	5.683
-196.076	187.465	26.423	5.652
-195.198	189.265	27.054	5.621
-194.32	191.066	27.681	5.59
-193.443	192.868	28.304	5.558
-192.565	194.672	28.924	5.526
-191.688	196.476	29.54	5.493
-190.81	198.282	30.151	5.46
-189.933	200.09	30.759	5.427
-189.055	201.898	31.363	5.393
-188.178	203.708	31.963	5.359
-187.3	205.519	32.559	5.324
-186.423	207.331	33.15	5.29
-185.545	209.145	33.738	5.254
-184.668	210.959	34.321	5.219
-183.79	212.775	34.9	5.183
-182.913	214.593	35.474	5.147
-182.035	216.411	36.044	5.11
-181.158	218.231	36.61	5.073
-180.28	220.052	37.171	5.035
-179.403	221.874	37.727	4.998
-178.525	223.698	38.279	4.959
-177.648	225.523	38.826	4.921
-176.77	227.349	39.369	4.882
-175.893	229.176	39.907	4.843
-175.015	231.005	40.439	4.803
-174.138	232.834	40.967	4.763
-173.26	234.666	41.49	4.723
-172.383	236.498	42.008	4.682
-171.505	238.331	42.521	4.641
-170.628	240.166	43.029	4.6
-169.75	242.002	43.531	4.558
-168.873	243.84	44.028	4.516
-167.995	245.678	44.52	4.474
-167.118	247.518	45.007	4.431
-166.24	249.359	45.488	4.388
-165.363	251.202	45.964	4.345
-164.485	253.045	46.434	4.301
-163.608	254.89	46.899	4.257
-162.73	256.736	47.358	4.213
-161.853	258.584	47.811	4.168
-160.975	260.432	48.259	4.123
-160.098	262.282	48.701	4.078
-159.22	264.133	49.137	4.032
-158.343	265.986	49.567	3.986
-157.465	267.839	49.991	3.94
-156.588	269.694	50.409	3.893
-155.71	271.55	50.821	3.846
-154.833	273.408	51.226	3.799
-153.955	275.266	51.626	3.751
-153.078	277.126	52.019	3.704
-152.2	278.987	52.406	3.655
-151.323	280.85	52.787	3.607
-150.445	282.714	53.161	3.558
-149.568	284.579	53.528	3.509
-148.69	286.445	53.89	3.46
-147.813	288.312	54.244	3.411
-146.935	290.181	54.592	3.361
-146.058	292.051	54.933	3.311
-145.18	293.922	55.267	3.26
-144.303	295.794	55.595	3.21
-143.425	297.668	55.916	3.159
-142.548	299.543	56.229	3.108
-141.67	301.419	56.536	3.056
-140.793	303.297	56.836	3.005
-139.915	305.176	57.128	2.953
-139.038	307.056	57.413	2.901
-138.16	308.937	57.691	2.848
-137.283	310.819	57.962	2.796
-136.405	312.703	58.226	2.743
-135.528	314.588	58.482	2.69
-134.65	316.474	58.731	2.637
-133.773	318.362	58.972	2.583
-132.895	320.25	59.205	2.529
-132.018	322.141	59.431	2.476
-131.14	324.032	59.65	2.421
-130.263	325.924	59.86	2.367
-129.385	327.818	60.063	2.313
-128.508	329.713	60.258	2.258
-127.63	331.609	60.445	2.203
-126.753	333.507	60.624	2.148
-125.875	335.406	60.795	2.093
-124.998	337.306	60.959	2.038
-124.12	339.207	61.114	1.982
-123.242	341.11	61.26	1.926
-122.365	343.013	61.399	1.87
-121.487	344.919	61.53	1.815
-120.61	346.825	61.652	1.758
-119.732	348.732	61.766	1.702
-118.855	350.641	61.871	1.646
-117.977	352.551	61.968	1.589
-117.1	354.463	62.057	1.533
-116.222	356.375	62.137	1.476
-115.345	358.289	62.208	1.419
-114.467	360.204	62.271	1.362
-113.59	362.121	62.325	1.305
-112.712	364.038	62.371	1.248
-111.835	365.957	62.408	1.191
-110.957	367.877	62.436	1.134
-110.08	369.798	62.455	1.076
-109.202	371.721	62.465	1.019
-108.325	373.645	62.466	0.962
-107.447	375.57	62.458	0.904
-106.57	377.496	62.442	0.847
-105.692	379.424	62.416	0.789
-104.815	381.353	62.381	0.732
-103.937	383.283	62.337	0.674
-103.06	385.215	62.284	0.617
-102.182	387.147	62.222	0.559
-101.305	389.081	62.15	0.502
-100.427	391.016	62.07	0.444
-99.55	392.953	61.98	0.387
-98.672	394.89	61.88	0.329
-97.795	396.829	61.772	0.272
-96.917	398.769	61.653	0.214
-96.04	400.711	61.526	0.157
-95.162	402.654	61.389	0.1
-94.285	404.598	61.243	0.043
-93.407	406.543	61.087	-0.014
-92.53	408.489	60.921	-0.071
-91.652	410.437	60.746	-0.128
-90.775	412.386	60.562	-0.185
-89.897	414.336	60.368	-0.242
-89.02	416.288	60.164	-0.298
-88.142	418.24	59.951	-0.354
-87.265	420.194	59.728	-0.411
-86.387	422.149	59.496	-0.467
-85.51	424.106	59.254	-0.523
-84.632	426.064	59.002	-0.578
-83.755	428.023	58.741	-0.634
-82.877	429.983	58.469	-0.689
-82.0	431.944	58.189	-0.744
-81.122	433.907	57.898	-0.799
-80.245	435.871	57.598	-0.854
-79.367	437.836	57.288	-0.909
-78.49	439.803	56.968	-0.963
-77.612	441.771	56.639	-1.017
-76.735	443.74	56.3	-1.071
-75.857	445.71	55.952	-1.124
-74.98	447.682	55.593	-1.177
-74.102	449.654	55.225	-1.23
-73.225	451.628	54.848	-1.283
-72.347	453.604	54.461	-1.335
-71.47	455.58	54.064	-1.387
-70.592	457.558	53.657	-1.438
-69.715	459.537	53.241	-1.49
-68.837	461.517	52.815	-1.541
-67.96	463.499	52.38	-1.591
-67.082	465.482	51.936	-1.641
-66.205	467.466	51.481	-1.691
-65.327	469.451	51.018	-1.74
-64.45	471.438	50.545	-1.789
-63.572	473.426	50.062	-1.838
-62.695	475.415	49.571	-1.886
-61.817	477.405	49.069	-1.933
-60.94	479.397	48.559	-1.981
-60.062	481.39	48.039	-2.027
-59.185	483.384	47.511	-2.073
-58.307	485.379	46.973	-2.119
-57.43	487.376	46.426	-2.164
-56.552	489.373	45.87	-2.209
-55.675	491.373	45.305	-2.253
-54.797	493.373	44.731	-2.297
-53.919	495.375	44.148	-2.34
-53.042	497.377	43.557	-2.382
-52.164	499.382	42.957	-2.424
-51.287	501.387	42.348	-2.465
-50.409	503.394	41.73	-2.506
-49.532	505.402	41.105	-2.546
-48.654	507.411	40.47	-2.586
-47.777	509.421	39.828	-2.624
-46.899	511.433	39.177	-2.663
-46.022	513.446	38.518	-2.7
-45.144	515.46	37.851	-2.737
-44.267	517.475	37.177	-2.773
-43.389	519.492	36.494	-2.808
-42.512	521.51	35.804	-2.843
-41.634	523.529	35.106	-2.877
-40.757	525.55	34.4	-2.91
-39.879	527.571	33.687	-2.943
-39.002	529.594	32.967	-2.975
-38.124	531.618	32.239	-3.006
-37.247	533.644	31.505	-3.036
-36.369	535.671	30.764	-3.065
-35.492	537.699	30.016	-3.094
-34.614	539.728	29.261	-3.122
-33.737	541.758	28.5	-3.148
-32.859	543.79	27.732	-3.175
-31.982	545.823	26.958	-3.2
-31.104	547.857	26.178	-3.224
-30.227	549.893	25.393	-3.248
-29.349	551.929	24.601	-3.27
-28.472	553.967	23.804	-3.292
-27.594	556.007	23.001	-3.313
-26.717	558.047	22.194	-3.332
-25.839	560.089	21.381	-3.351
-24.962	562.132	20.563	-3.369
-24.084	564.176	19.741	-3.386
-23.207	566.222	18.914	-3.402
-22.329	568.269	18.082	-3.417
-21.452	570.317	17.247	-3.431
-20.574	572.366	16.407	-3.444
-19.697	574.416	15.564	-3.456
-18.819	576.468	14.718	-3.467
-17.942	578.521	13.868	-3.477
-17.064	580.576	13.015	-3.486
-16.187	582.631	12.159	-3.494
-15.309	584.688	11.3	-3.501
-14.432	586.746	10.439	-3.507
-13.554	588.805	9.575	-3.511
-12.677	590.866	8.71	-3.515
-11.799	592.928	7.843	-3.518
-10.922	594.991	6.975	-3.519
-10.044	597.055	6.105	-3.519
-9.167	599.121	5.234	-3.518
-8.289	601.188	4.363	-3.516
-7.412	603.256	3.491	-3.513
-6.534	605.325	2.619	-3.509
-5.657	607.396	1.747	-3.503
-4.779	609.468	0.875	-3.497
-3.902	611.541	0.004	-3.489
-3.024	613.615	-0.866	-3.48
-2.147	615.691	-1.735	-3.47
-1.269	617.768	-2.602	-3.459
-0.392	619.846	-3.468	-3.446
0.486	621.925	-4.332	-3.433
1.363	624.006	-5.193	-3.418
2.241	626.088	-6.052	-3.402
3.118	628.171	-6.907	-3.385
3.996	630.255	-7.759	-3.366
4.873	632.341	-8.608	-3.347
5.751	634.428	-9.453	-3.326
6.628	636.516	-10.293	-3.304
7.506	638.605	-11.129	-3.28
8.383	640.696	-11.96	-3.256
9.261	642.788	-12.785	-3.23
10.138	644.881	-13.605	-3.203
11.016	646.976	-14.42	-3.175
11.893	649.071	-15.227	-3.146
12.771	651.168	-16.028	-3.115
13.648	653.266	-16.823	-3.084
14.526	655.366	-17.609	-3.051
15.403	657.467	-18.389	-3.017
16.281	659.569	-19.16	-2.981
17.159	661.672	-19.922	-2.945
18.036	663.776	-20.676	-2.907
18.914	665.882	-21.421	-2.868
19.791	667.989	-22.156	-2.828
20.669	670.097	-22.882	-2.787
21.546	672.207	-23.597	-2.745
22.424	674.317	-24.301	-2.701
23.301	676.429	-24.995	-2.656
24.179	678.543	-25.677	-2.611
25.056	680.657	-26.347	-2.564
25.934	682.773	-27.006	-2.516
26.811	684.89	-27.652	-2.466
27.689	687.008	-28.285	-2.416
28.566	689.128	-28.904	-2.365
29.444	691.248	-29.51	-2.313
30.321	693.37	-30.102	-2.259
31.199	695.494	-30.68	-2.205
32.076	697.618	-31.243	-2.149
32.954	699.744	-31.79	-2.093
33.831	701.871	-32.323	-2.035
34.709	703.999	-32.839	-1.977
35.586	706.129	-33.339	-1.918
36.464	708.26	-33.823	-1.858
37.341	710.392	-34.289	-1.796
38.219	712.525	-34.738	-1.734
39.096	714.66	-35.169	-1.672
39.974	716.796	-35.583	-1.608
40.851	718.933	-35.978	-1.543
41.729	721.071	-36.354	-1.478
42.606	723.211	-36.711	-1.412
43.484	725.351	-37.048	-1.345
44.361	727.493	-37.366	-1.278
45.239	729.637	-37.663	-1.21
46.116	731.781	-37.94	-1.141
46.994	733.927	-38.196	-1.072
47.871	736.074	-38.432	-1.002
48.749	738.223	-38.645	-0.931
49.626	740.372	-38.837	-0.86
50.504	742.523	-39.007	-0.789
51.381	744.675	-39.155	-0.717
52.259	746.829	-39.28	-0.645
53.136	748.983	-39.382	-0.572
54.014	751.139	-39.461	-0.499
54.891	753.296	-39.517	-0.426
55.769	755.455	-39.549	-0.353
56.646	757.614	-39.558	-0.279
57.524	759.775	-39.542	-0.205
58.401	761.938	-39.502	-0.131
59.279	764.101	-39.438	-0.057
60.156	766.266	-39.349	0.017
61.034	768.432	-39.236	0.091
61.911	770.599	-39.097	0.165
62.789	772.767	-38.933	0.239
63.666	774.937	-38.744	0.313
64.544	777.108	-38.53	0.386
65.421	779.28	-38.291	0.46
66.299	781.453	-38.026	0.533
67.176	783.628	-37.735	0.605
68.054	785.804	-37.419	0.678
68.931	787.981	-37.077	0.749
69.809	790.16	-36.709	0.821
70.686	792.339	-36.316	0.891
71.564	794.52	-35.898	0.961
72.441	796.703	-35.454	1.031
73.319	798.886	-34.984	1.099
74.196	801.071	-34.489	1.167
75.074	803.257	-33.969	1.234
75.951	805.444	-33.423	1.3
76.829	807.633	-32.853	1.366
77.706	809.822	-32.258	1.43
78.584	812.013	-31.638	1.493
79.461	814.206	-30.994	1.555
80.339	816.399	-30.326	1.615
81.216	818.594	-29.634	1.675
82.094	820.79	-28.919	1.733
82.971	822.987	-28.18	1.79
83.849	825.186	-27.419	1.845
84.726	827.386	-26.635	1.899
85.604	829.587	-25.829	1.952
86.481	831.789	-25.001	2.002
87.359	833.992	-24.152	2.051
88.237	836.197	-23.283	2.099
89.114	838.403	-22.394	2.144
89.992	840.611	-21.485	2.188
90.869	842.819	-20.557	2.23
91.747	845.029	-19.61	2.27
92.624	847.24	-18.646	2.307
93.502	849.452	-17.665	2.343
94.379	851.666	-16.668	2.377
95.257	853.881	-15.655	2.408
96.134	856.097	-14.627	2.438
97.012	858.314	-13.585	2.465
97.889	860.533	-12.53	2.489
98.767	862.753	-11.463	2.512
99.644	864.974	-10.384	2.532
100.522	867.196	-9.294	2.549
101.399	869.42	-8.195	2.564
102.277	871.645	-7.088	2.576
103.154	873.871	-5.972	2.586
104.032	876.098	-4.85	2.593
104.909	878.327	-3.723	2.598
105.787	880.557	-2.591	2.6
106.664	882.788	-1.456	2.599
107.542	885.02	-0.319	2.595
108.419	887.254	0.819	2.588
109.297	889.489	1.956	2.579
110.174	891.725	3.092	2.567
111.052	893.962	4.226	2.552
111.929	896.201	5.355	2.534
112.807	898.441	6.479	2.513
113.684	900.682	7.596	2.49
114.562	902.924	8.705	2.463
115.439	905.168	9.804	2.434
116.317	907.413	10.893	2.401
117.194	909.659	11.969	2.366
118.072	911.907	13.032	2.328
118.949	914.155	14.08	2.287
119.827	916.405	15.11	2.243
120.704	918.656	16.123	2.196
121.582	920.909	17.116	2.147
122.459	923.163	18.088	2.094
123.337	925.418	19.038	2.039
124.214	927.674	19.963	1.982
125.092	929.931	20.863	1.921
125.969	932.19	21.736	1.858
126.847	934.45	22.58	1.792
127.724	936.711	23.394	1.724
128.602	938.974	24.177	1.654
129.479	941.237	24.927	1.581
130.357	943.502	25.642	1.505
131.234	945.769	26.321	1.428
132.112	948.036	26.964	1.348
132.989	950.305	27.567	1.266
133.867	952.575	28.13	1.183
134.744	954.846	28.652	1.097
135.622	957.119	29.132	1.01
136.499	959.393	29.567	0.921
137.377	961.668	29.957	0.83
138.254	963.944	30.301	0.738
139.132	966.221	30.597	0.645
140.009	968.5	30.845	0.551
140.887	970.78	31.043	0.456
141.764	973.062	31.191	0.359
142.642	975.344	31.287	0.262
143.519	977.628	31.331	0.165
144.397	979.913	31.322	0.067
145.274	982.199	31.26	-0.031
146.152	984.487	31.143	-0.13
147.029	986.776	30.971	-0.228
147.907	989.066	30.744	-0.326
148.784	991.357	30.461	-0.423
149.662	993.65	30.123	-0.52
150.539	995.944	29.729	-0.616
151.417	998.239	29.279	-0.711
152.294	1000.535	28.773	-0.805
153.172	1002.833	28.211	-0.897
154.049	1005.131	27.595	-0.988
154.927	1007.432	26.923	-1.077
155.804	1009.733	26.197	-1.165
156.682	1012.036	25.417	-1.249
157.56	1014.339	24.585	-1.332
158.437	1016.645	23.701	-1.412
159.315	1018.951	22.767	-1.489
160.192	1021.259	21.783	-1.563
161.07	1023.567	20.751	-1.634
161.947	1025.878	19.673	-1.702
162.825	1028.189	18.549	-1.766
163.702	1030.502	17.383	-1.826
164.58	1032.816	16.177	-1.882
165.457	1035.131	14.931	-1.934
166.335	1037.447	13.649	-1.982
167.212	1039.765	12.333	-2.025
168.09	1042.084	10.986	-2.063
168.967	1044.404	9.61	-2.097
169.845	1046.725	8.208	-2.125
170.722	1049.048	6.783	-2.149
171.6	1051.372	5.34	-2.167
172.477	1053.697	3.88	-2.18
173.355	1056.024	2.407	-2.187
174.232	1058.351	0.925	-2.189
175.11	1060.68	-0.562	-2.185
175.987	1063.011	-2.05	-2.175
176.865	1065.342	-3.536	-2.159
177.742	1067.675	-5.015	-2.137
178.62	1070.009	-6.483	-2.11
179.497	1072.344	-7.937	-2.076
180.375	1074.68	-9.371	-2.037
181.252	1077.018	-10.781	-1.991
182.13	1079.357	-12.163	-1.94
183.007	1081.697	-13.512	-1.883
183.885	1084.039	-14.823	-1.82
184.762	1086.382	-16.093	-1.752
185.64	1088.726	-17.316	-1.677
186.517	1091.071	-18.488	-1.598
187.395	1093.417	-19.605	-1.513
188.272	1095.765	-20.662	-1.424
189.15	1098.114	-21.654	-1.329
190.027	1100.465	-22.577	-1.23
190.905	1102.816	-23.428	-1.126
191.782	1105.169	-24.201	-1.019
192.66	1107.523	-24.894	-0.908
193.537	1109.878	-25.502	-0.793
194.415	1112.235	-26.021	-0.675
195.292	1114.593	-26.45	-0.554
196.17	1116.952	-26.783	-0.431
197.047	1119.312	-27.019	-0.307
197.925	1121.673	-27.155	-0.18
198.802	1124.036	-27.189	-0.053
199.68	1126.4	-27.119	0.075
200.557	1128.766	-26.943	0.203
201.435	1131.132	-26.661	0.331
202.312	1133.5	-26.271	0.457
203.19	1135.869	-25.773	0.582
204.067	1138.24	-25.168	0.705
204.945	1140.611	-24.456	0.826
205.822	1142.984	-23.639	0.943
206.7	1145.358	-22.717	1.057
207.577	1147.733	-21.693	1.166
208.455	1150.11	-20.57	1.271
209.332	1152.488	-19.351	1.37
210.21	1154.867	-18.041	1.463
211.087	1157.247	-16.642	1.55
211.965	1159.629	-15.161	1.629
212.842	1162.012	-13.603	1.702
213.72	1164.396	-11.975	1.766
214.597	1166.781	-10.282	1.821
215.475	1169.168	-8.532	1.868
216.352	1171.556	-6.733	1.906
217.23	1173.945	-4.894	1.933
218.107	1176.336	-3.023	1.951
218.985	1178.727	-1.13	1.958
219.862	1181.12	0.775	1.955
220.74	1183.514	2.683	1.941
221.617	1185.91	4.582	1.916
222.495	1188.306	6.461	1.881
223.372	1190.704	8.31	1.834
224.25	1193.104	10.117	1.776
225.127	1195.504	11.87	1.708
226.005	1197.906	13.558	1.629
226.882	1200.309	15.169	1.54
227.76	1202.713	16.69	1.441
228.638	1205.118	18.112	1.332
229.515	1207.525	19.423	1.214
230.393	1209.933	20.611	1.088
231.27	1212.342	21.666	0.954
232.148	1214.753	22.579	0.814
233.025	1217.164	23.341	0.667
233.903	1219.577	23.942	0.514
234.78	1221.992	24.375	0.358
235.658	1224.407	24.634	0.198
236.535	1226.824	24.712	0.036
237.413	1229.242	24.607	-0.126
238.29	1231.661	24.313	-0.289
239.168	1234.082	23.831	-0.45
240.045	1236.503	23.159	-0.608
240.923	1238.926	22.299	-0.762
241.8	1241.351	21.254	-0.91
242.678	1243.776	20.028	-1.051
243.555	1246.203	18.629	-1.185
244.433	1248.631	17.063	-1.308
245.31	1251.06	15.342	-1.421
246.188	1253.491	13.477	-1.522
247.065	1255.923	11.482	-1.609
247.943	1258.356	9.372	-1.682
248.82	1260.79	7.165	-1.74
249.698	1263.226	4.879	-1.781
250.575	1265.662	2.535	-1.805
251.453	1268.101	0.156	-1.812
252.33	1270.54	-2.236	-1.8
253.208	1272.98	-4.617	-1.77
254.085	1275.422	-6.961	-1.721
254.963	1277.865	-9.242	-1.653
255.84	1280.31	-11.434	-1.567
256.718	1282.755	-13.51	-1.464
257.595	1285.202	-15.445	-1.343
258.473	1287.65	-17.213	-1.207
259.35	1290.1	-18.789	-1.056
260.228	1292.55	-20.149	-0.891
261.105	1295.002	-21.271	-0.715
261.983	1297.455	-22.137	-0.529
262.86	1299.91	-22.728	-0.335
263.738	1302.365	-23.03	-0.136
264.615	1304.822	-23.033	0.066
265.493	1307.28	-22.727	0.269
266.37	1309.74	-22.111	0.468
267.248	1312.2	-21.184	0.662
268.125	1314.662	-19.952	0.848
269.003	1317.125	-18.425	1.023
269.88	1319.59	-16.618	1.184
270.758	1322.055	-14.551	1.328
271.635	1324.522	-12.248	1.452
272.513	1326.99	-9.741	1.555
273.39	1329.46	-7.063	1.633
274.268	1331.93	-4.255	1.685
275.145	1334.402	-1.359	1.709
276.023	1336.876	1.578	1.704
276.9	1339.35	4.505	1.67
277.778	1341.826	7.37	1.606
278.655	1344.303	10.119	1.512
279.533	1346.781	12.698	1.39
280.41	1349.26	15.054	1.241
281.288	1351.741	17.135	1.067
282.165	1354.223	18.892	0.871
283.043	1356.706	20.28	0.656
283.92	1359.191	21.26	0.426
284.798	1361.676	21.799	0.186
285.675	1364.163	21.874	-0.06
286.553	1366.652	21.47	-0.306
287.43	1369.141	20.581	-0.547
288.308	1371.632	19.213	-0.777
289.185	1374.124	17.386	-0.991
290.063	1376.617	15.128	-1.182
290.94	1379.112	12.483	-1.346
291.818	1381.607	9.507	-1.477
292.695	1384.104	6.265	-1.571
293.573	1386.603	2.834	-1.625
294.45	1389.102	-0.697	-1.635
295.328	1391.603	-4.235	-1.6
296.205	1394.105	-7.68	-1.52
297.083	1396.608	-10.928	-1.395
297.96	1399.113	-13.879	-1.228
298.838	1401.619	-16.431	-1.023
299.716	1404.126	-18.494	-0.784
300.593	1406.634	-19.986	-0.519
301.471	1409.143	-20.84	-0.235
302.348	1411.654	-21.006	0.06
303.226	1414.166	-20.456	0.355
304.103	1416.68	-19.185	0.639
304.981	1419.194	-17.216	0.904
305.858	1421.71	-14.597	1.137
306.736	1424.227	-11.406	1.329
307.613	1426.745	-7.747	1.471
308.491	1429.265	-3.75	1.556
309.368	1431.786	0.434	1.579
310.246	1434.308	4.635	1.536
311.123	1436.831	8.674	1.426
312.001	1439.356	12.367	1.253
312.878	1441.882	15.533	1.022
313.756	1444.409	18.007	0.741
314.633	1446.937	19.646	0.422
315.511	1449.467	20.338	0.08
316.388	1451.998	20.015	-0.269
317.266	1454.53	18.654	-0.608
318.143	1457.063	16.291	-0.918
319.021	1459.598	13.018	-1.18
319.898	1462.134	8.983	-1.379
320.776	1464.671	4.391	-1.501
